Student_ID,Class,Section,Month,Attendance_Percentage
1127,2,A,February,81
1127,2,A,March,78
1128,2,B,April,91
1128,2,B,May,96
1128,2,B,August,99
1128,2,B,September,91
1128,2,B,October,93
1128,2,B,November,95
1128,2,B,December,98
1128,2,B,January,98
1128,2,B,February,91
1128,2,B,March,96
1129,2,B,April,88
1129,2,B,May,86
1129,2,B,August,77
1129,2,B,September,84
1129,2,B,October,89
1129,2,B,November,76
1129,2,B,December,90
1129,2,B,January,77
1129,2,B,February,76
1129,2,B,March,86
1130,2,B,April,70
1130,2,B,May,71
1130,2,B,August,68
1130,2,B,September,61
1130,2,B,October,74
1130,2,B,November,68
1130,2,B,December,66
1130,2,B,January,69
1130,2,B,February,73
1130,2,B,March,74
1131,3,A,April,62
1131,3,A,May,66
1131,3,A,August,72
1131,3,A,September,67
1131,3,A,October,68
1131,3,A,November,62
1131,3,A,December,72
1131,3,A,January,64
1131,3,A,February,74
1131,3,A,March,72
1132,3,B,April,80
1132,3,B,May,79
1132,3,B,August,87
1132,3,B,September,90
1132,3,B,October,77
1132,3,B,November,78
1132,3,B,December,87
1132,3,B,January,88
1132,3,B,February,77
1132,3,B,March,82
1133,3,A,April,77
1133,3,A,May,77
1133,3,A,August,89
1133,3,A,September,83
1133,3,A,October,78
1133,3,A,November,75
1133,3,A,December,84
1133,3,A,January,81
1133,3,A,February,81
1133,3,A,March,79
1134,3,B,April,73
1134,3,B,May,60
1134,3,B,August,73
1134,3,B,September,65
1134,3,B,October,64
1134,3,B,November,73
1134,3,B,December,75
1134,3,B,January,75
1134,3,B,February,60
1134,3,B,March,60
1135,3,A,April,78
1135,3,A,May,76
1135,3,A,August,77
1135,3,A,September,87
1135,3,A,October,82
1135,3,A,November,88
1135,3,A,December,76
1135,3,A,January,75
1135,3,A,February,86
1135,3,A,March,80
1136,3,B,April,84
1136,3,B,May,81
1136,3,B,August,81
1136,3,B,September,86
1136,3,B,October,76
1136,3,B,November,75
1136,3,B,December,81
1136,3,B,January,80
1136,3,B,February,77
1136,3,B,March,86
1137,3,B,April,73
1137,3,B,May,65
1137,3,B,August,70
1137,3,B,September,63
1137,3,B,October,61
1137,3,B,November,63
1137,3,B,December,67
1137,3,B,January,65
1137,3,B,February,63
1137,3,B,March,71
1138,3,A,April,70
1138,3,A,May,75
1138,3,A,August,66
1138,3,A,September,64
1138,3,A,October,75
1138,3,A,November,61
1138,3,A,December,75
1138,3,A,January,61
1138,3,A,February,74
1138,3,A,March,63
1139,3,B,April,83
1139,3,B,May,85
1139,3,B,August,79
1139,3,B,September,80
1139,3,B,October,81
1139,3,B,November,81
1139,3,B,December,90
1139,3,B,January,76
1139,3,B,February,81
1139,3,B,March,75
1140,3,A,April,71
1140,3,A,May,61
1140,3,A,August,60
1140,3,A,September,75
1140,3,A,October,63
1140,3,A,November,60
1140,3,A,December,63
1140,3,A,January,71
1140,3,A,February,70
1140,3,A,March,70
1141,3,A,April,78
1141,3,A,May,85
1141,3,A,August,90
1141,3,A,September,76
1141,3,A,October,81
1141,3,A,November,89
1141,3,A,December,80
1141,3,A,January,78
1141,3,A,February,83
1141,3,A,March,75
1142,3,B,April,64
1142,3,B,May,71
1142,3,B,August,69
1142,3,B,September,73
1142,3,B,October,60
1142,3,B,November,72
1142,3,B,December,69
1142,3,B,January,63
1142,3,B,February,67
1142,3,B,March,67
1143,3,A,April,89
1143,3,A,May,85
1143,3,A,August,85
1143,3,A,September,80
1143,3,A,October,77
1143,3,A,November,86
1143,3,A,December,86
1143,3,A,January,76
1143,3,A,February,80
1143,3,A,March,89
1144,3,A,April,89
1144,3,A,May,78
1144,3,A,August,81
1144,3,A,September,87
1144,3,A,October,90
1144,3,A,November,77
1144,3,A,December,83
1144,3,A,January,85
1144,3,A,February,77
1144,3,A,March,81
1145,3,A,April,68
1145,3,A,May,62
1145,3,A,August,67
1145,3,A,September,61
1145,3,A,October,73
1145,3,A,November,66
1145,3,A,December,66
1145,3,A,January,72
1145,3,A,February,66
1145,3,A,March,66
1146,3,A,April,72
1146,3,A,May,67
1146,3,A,August,60
1146,3,A,September,68
1146,3,A,October,68
1146,3,A,November,72
1146,3,A,December,62
1146,3,A,January,71
1146,3,A,February,71
1146,3,A,March,72
1147,3,A,April,81
1147,3,A,May,90
1147,3,A,August,76
1147,3,A,September,80
1147,3,A,October,89
1147,3,A,November,90
1147,3,A,December,76
1147,3,A,January,80
1147,3,A,February,85
1147,3,A,March,82
1148,3,B,April,78
1148,3,B,May,86
1148,3,B,August,80
1148,3,B,September,89
1148,3,B,October,88
1148,3,B,November,78
1148,3,B,December,83
1148,3,B,January,90
1148,3,B,February,84
1148,3,B,March,87
1149,3,B,April,62
1149,3,B,May,65
1149,3,B,August,74
1149,3,B,September,70
1149,3,B,October,60
1149,3,B,November,70
1149,3,B,December,60
1149,3,B,January,66
1149,3,B,February,73
1149,3,B,March,61
1150,3,B,April,81
1150,3,B,May,87
1150,3,B,August,78
1150,3,B,September,80
1150,3,B,October,81
1150,3,B,November,76
1150,3,B,December,77
1150,3,B,January,90
1150,3,B,February,88
1150,3,B,March,86
1151,3,A,April,61
1151,3,A,May,63
1151,3,A,August,65
1151,3,A,September,61
1151,3,A,October,74
1151,3,A,November,74
1151,3,A,December,65
1151,3,A,January,62
1151,3,A,February,64
1151,3,A,March,62
1152,3,A,April,79
1152,3,A,May,79
1152,3,A,August,90
1152,3,A,September,88
1152,3,A,October,83
1152,3,A,November,79
1152,3,A,December,85
1152,3,A,January,77
1152,3,A,February,80
1152,3,A,March,84
1153,3,A,April,64
1153,3,A,May,73
1153,3,A,August,74
1153,3,A,September,67
1153,3,A,October,60
1153,3,A,November,68
1153,3,A,December,63
1153,3,A,January,66
1153,3,A,February,63
1153,3,A,March,65
1154,3,B,April,79
1154,3,B,May,83
1154,3,B,August,87
1154,3,B,September,78
1154,3,B,October,90
1154,3,B,November,84
1154,3,B,December,87
1154,3,B,January,88
1154,3,B,February,90
1154,3,B,March,77
1155,3,B,April,73
1155,3,B,May,60
1155,3,B,August,66
1155,3,B,September,70
1155,3,B,October,73
1155,3,B,November,73
1155,3,B,December,72
1155,3,B,January,62
1155,3,B,February,70
1155,3,B,March,69
1156,3,B,April,72
1156,3,B,May,64
1156,3,B,August,65
1156,3,B,September,70
1156,3,B,October,63
1156,3,B,November,69
1156,3,B,December,63
1156,3,B,January,65
1156,3,B,February,64
1156,3,B,March,74
1157,3,A,April,86
1157,3,A,May,87
1157,3,A,August,86
1157,3,A,September,89
1157,3,A,October,78
1157,3,A,November,77
1157,3,A,December,86
1157,3,A,January,89
1157,3,A,February,76
1157,3,A,March,77
1158,3,B,April,81
1158,3,B,May,81
1158,3,B,August,86
1158,3,B,September,76
1158,3,B,October,87
1158,3,B,November,90
1158,3,B,December,87
1158,3,B,January,83
1158,3,B,February,80
1158,3,B,March,81
1159,3,A,April,86
1159,3,A,May,77
1159,3,A,August,81
1159,3,A,September,86
1159,3,A,October,87
1159,3,A,November,89
1159,3,A,December,90
1159,3,A,January,90
1159,3,A,February,77
1159,3,A,March,84
1160,3,B,April,79
1160,3,B,May,89
1160,3,B,August,90
1160,3,B,September,82
1160,3,B,October,76
1160,3,B,November,90
1160,3,B,December,77
1160,3,B,January,85
1160,3,B,February,90
1160,3,B,March,83
1161,3,B,April,92
1161,3,B,May,96
1161,3,B,August,99
1161,3,B,September,100
1161,3,B,October,96
1161,3,B,November,99
1161,3,B,December,93
1161,3,B,January,94
1161,3,B,February,94
1161,3,B,March,95
1162,3,A,April,100
1162,3,A,May,93
1162,3,A,August,96
1162,3,A,September,91
1162,3,A,October,90
1162,3,A,November,95
1162,3,A,December,91
1162,3,A,January,93
1162,3,A,February,98
1162,3,A,March,91
1163,3,A,April,90
1163,3,A,May,91
1163,3,A,August,95
1163,3,A,September,95
1163,3,A,October,91
1163,3,A,November,96
1163,3,A,December,93
1163,3,A,January,94
1163,3,A,February,91
1163,3,A,March,100
1164,3,A,April,85
1164,3,A,May,86
1164,3,A,August,85
1164,3,A,September,78
1164,3,A,October,79
1164,3,A,November,81
1164,3,A,December,84
1164,3,A,January,80
1164,3,A,February,80
1164,3,A,March,88
1165,3,B,April,83
1165,3,B,May,80
1165,3,B,August,80
1165,3,B,September,78
1165,3,B,October,88
1165,3,B,November,85
1165,3,B,December,77
1165,3,B,January,88
1165,3,B,February,75
1165,3,B,March,85
1166,3,A,April,60
1166,3,A,May,74
1166,3,A,August,68
1166,3,A,September,62
1166,3,A,October,71
1166,3,A,November,60
1166,3,A,December,74
1166,3,A,January,65
1166,3,A,February,67
1166,3,A,March,70
1167,3,A,April,84
1167,3,A,May,80
1167,3,A,August,89
1167,3,A,September,85
1167,3,A,October,79
1167,3,A,November,82
1167,3,A,December,75
1167,3,A,January,84
1167,3,A,February,79
1167,3,A,March,76
1168,3,A,April,90
1168,3,A,May,77
1168,3,A,August,75
1168,3,A,September,82
1168,3,A,October,78
1168,3,A,November,83
1168,3,A,December,79
1168,3,A,January,78
1168,3,A,February,76
1168,3,A,March,87
1169,3,B,April,86
1169,3,B,May,82
1169,3,B,August,76
1169,3,B,September,82
1169,3,B,October,77
1169,3,B,November,85
1169,3,B,December,85
1169,3,B,January,87
1169,3,B,February,76
1169,3,B,March,82
1170,3,A,April,84
1170,3,A,May,84
1170,3,A,August,86
1170,3,A,September,90
1170,3,A,October,76
1170,3,A,November,85
1170,3,A,December,85
1170,3,A,January,82
1170,3,A,February,86
1170,3,A,March,77
1171,3,B,April,88
1171,3,B,May,89
1171,3,B,August,85
1171,3,B,September,75
1171,3,B,October,76
1171,3,B,November,84
1171,3,B,December,86
1171,3,B,January,88
1171,3,B,February,77
1171,3,B,March,87
1172,3,A,April,87
1172,3,A,May,83
1172,3,A,August,89
1172,3,A,September,81
1172,3,A,October,83
1172,3,A,November,81
1172,3,A,December,79
1172,3,A,January,84
1172,3,A,February,80
1172,3,A,March,82
1173,3,B,April,65
1173,3,B,May,71
1173,3,B,August,60
1173,3,B,September,60
1173,3,B,October,60
1173,3,B,November,60
1173,3,B,December,69
1173,3,B,January,73
1173,3,B,February,66
1173,3,B,March,73
1174,3,A,April,89
1174,3,A,May,77
1174,3,A,August,83
1174,3,A,September,85
1174,3,A,October,90
1174,3,A,November,87
1174,3,A,December,82
1174,3,A,January,80
1174,3,A,February,76
1174,3,A,March,88
1175,3,B,April,97
1175,3,B,May,97
1175,3,B,August,91
1175,3,B,September,95
1175,3,B,October,90
1175,3,B,November,94
1175,3,B,December,91
1175,3,B,January,96
1175,3,B,February,92
1175,3,B,March,96
1176,3,A,April,79
1176,3,A,May,80
1176,3,A,August,80
1176,3,A,September,85
1176,3,A,October,85
1176,3,A,November,81
1176,3,A,December,82
1176,3,A,January,77
1176,3,A,February,86
1176,3,A,March,75
1177,3,B,April,61
1177,3,B,May,75
1177,3,B,August,75
1177,3,B,September,72
1177,3,B,October,66
1177,3,B,November,63
1177,3,B,December,65
1177,3,B,January,60
1177,3,B,February,68
1177,3,B,March,65
1178,3,A,April,87
1178,3,A,May,80
1178,3,A,August,86
1178,3,A,September,89
1178,3,A,October,82
1178,3,A,November,89
1178,3,A,December,85
1178,3,A,January,87
1178,3,A,February,83
1178,3,A,March,88
1179,3,A,April,87
1179,3,A,May,79
1179,3,A,August,86
1179,3,A,September,77
1179,3,A,October,80
1179,3,A,November,77
1179,3,A,December,76
1179,3,A,January,79
1179,3,A,February,84
1179,3,A,March,75
1180,3,A,April,85
1180,3,A,May,77
1180,3,A,August,88
1180,3,A,September,80
1180,3,A,October,84
1180,3,A,November,82
1180,3,A,December,79
1180,3,A,January,89
1180,3,A,February,78
1180,3,A,March,86
1181,3,B,April,99
1181,3,B,May,93
1181,3,B,August,92
1181,3,B,September,98
1181,3,B,October,91
1181,3,B,November,99
1181,3,B,December,90
1181,3,B,January,94
1181,3,B,February,96
1181,3,B,March,96
1182,3,A,April,61
1182,3,A,May,64
1182,3,A,August,75
1182,3,A,September,60
1182,3,A,October,64
1182,3,A,November,67
1182,3,A,December,63
1182,3,A,January,68
1182,3,A,February,71
1182,3,A,March,63
1183,3,A,April,89
1183,3,A,May,90
1183,3,A,August,86
1183,3,A,September,87
1183,3,A,October,86
1183,3,A,November,90
1183,3,A,December,75
1183,3,A,January,79
1183,3,A,February,82
1183,3,A,March,77
1184,3,A,April,87
1184,3,A,May,80
1184,3,A,August,82
1184,3,A,September,80
1184,3,A,October,82
1184,3,A,November,78
1184,3,A,December,80
1184,3,A,January,82
1184,3,A,February,85
1184,3,A,March,86
1185,4,B,April,64
1185,4,B,May,61
1185,4,B,August,62
1185,4,B,September,62
1185,4,B,October,74
1185,4,B,November,75
1185,4,B,December,70
1185,4,B,January,60
1185,4,B,February,75
1185,4,B,March,70
1186,4,B,April,60
1186,4,B,May,71
1186,4,B,August,75
1186,4,B,September,67
1186,4,B,October,71
1186,4,B,November,64
1186,4,B,December,68
1186,4,B,January,69
1186,4,B,February,63
1186,4,B,March,73
1187,4,B,April,90
1187,4,B,May,79
1187,4,B,August,77
1187,4,B,September,82
1187,4,B,October,83
1187,4,B,November,76
1187,4,B,December,85
1187,4,B,January,82
1187,4,B,February,86
1187,4,B,March,89
1188,4,A,April,80
1188,4,A,May,79
1188,4,A,August,85
1188,4,A,September,89
1188,4,A,October,84
1188,4,A,November,79
1188,4,A,December,81
1188,4,A,January,87
1188,4,A,February,89
1188,4,A,March,86
1189,4,A,April,75
1189,4,A,May,86
1189,4,A,August,85
1189,4,A,September,80
1189,4,A,October,76
1189,4,A,November,83
1189,4,A,December,78
1189,4,A,January,89
1189,4,A,February,90
1189,4,A,March,85
1190,4,B,April,89
1190,4,B,May,88
1190,4,B,August,75
1190,4,B,September,78
1190,4,B,October,77
1190,4,B,November,75
1190,4,B,December,86
1190,4,B,January,79
1190,4,B,February,77
1190,4,B,March,84
1191,4,B,April,72
1191,4,B,May,70
1191,4,B,August,69
1191,4,B,September,60
1191,4,B,October,64
1191,4,B,November,62
1191,4,B,December,72
1191,4,B,January,62
1191,4,B,February,68
1191,4,B,March,67
1192,4,A,April,75
1192,4,A,May,60
1192,4,A,August,63
1192,4,A,September,65
1192,4,A,October,71
1192,4,A,November,72
1192,4,A,December,71
1192,4,A,January,64
1192,4,A,February,70
1192,4,A,March,73
1193,4,B,April,81
1193,4,B,May,77
1193,4,B,August,90
1193,4,B,September,88
1193,4,B,October,78
1193,4,B,November,87
1193,4,B,December,90
1193,4,B,January,84
1193,4,B,February,77
1193,4,B,March,83
1194,4,A,April,67
1194,4,A,May,63
1194,4,A,August,70
1194,4,A,September,74
1194,4,A,October,62
1194,4,A,November,71
1194,4,A,December,64
1194,4,A,January,73
1194,4,A,February,61
1194,4,A,March,72
1195,4,B,April,84
1195,4,B,May,83
1195,4,B,August,76
1195,4,B,September,76
1195,4,B,October,82
1195,4,B,November,78
1195,4,B,December,76
1195,4,B,January,89
1195,4,B,February,84
1195,4,B,March,83
1196,4,A,April,72
1196,4,A,May,74
1196,4,A,August,71
1196,4,A,September,73
1196,4,A,October,62
1196,4,A,November,69
1196,4,A,December,75
1196,4,A,January,74
1196,4,A,February,62
1196,4,A,March,69
1197,4,B,April,88
1197,4,B,May,75
1197,4,B,August,79
1197,4,B,September,82
1197,4,B,October,82
1197,4,B,November,75
1197,4,B,December,86
1197,4,B,January,80
1197,4,B,February,77
1197,4,B,March,90
1198,4,B,April,99
1198,4,B,May,95
1198,4,B,August,100
1198,4,B,September,98
1198,4,B,October,93
1198,4,B,November,92
1198,4,B,December,92
1198,4,B,January,90
1198,4,B,February,97
1198,4,B,March,100
1199,4,B,April,90
1199,4,B,May,89
1199,4,B,August,84
1199,4,B,September,79
1199,4,B,October,77
1199,4,B,November,79
1199,4,B,December,86
1199,4,B,January,90
1199,4,B,February,76
1199,4,B,March,80
1200,4,A,April,72
1200,4,A,May,71
1200,4,A,August,60
1200,4,A,September,63
1200,4,A,October,74
1200,4,A,November,69
1200,4,A,December,73
1200,4,A,January,66
1200,4,A,February,74
1200,4,A,March,70
1201,4,B,April,93
1201,4,B,May,99
1201,4,B,August,98
1201,4,B,September,100
1201,4,B,October,90
1201,4,B,November,96
1201,4,B,December,97
1201,4,B,January,99
1201,4,B,February,92
1201,4,B,March,94
1202,4,A,April,63
1202,4,A,May,73
1202,4,A,August,73
1202,4,A,September,69
1202,4,A,October,64
1202,4,A,November,64
1202,4,A,December,67
1202,4,A,January,62
1202,4,A,February,65
1202,4,A,March,65
1203,4,B,April,81
1203,4,B,May,85
1203,4,B,August,87
1203,4,B,September,81
1203,4,B,October,76
1203,4,B,November,90
1203,4,B,December,86
1203,4,B,January,86
1203,4,B,February,90
1203,4,B,March,75
1204,4,A,April,87
1204,4,A,May,81
1204,4,A,August,76
1204,4,A,September,87
1204,4,A,October,77
1204,4,A,November,89
1204,4,A,December,82
1204,4,A,January,81
1204,4,A,February,77
1204,4,A,March,78
1205,4,B,April,81
1205,4,B,May,82
1205,4,B,August,80
1205,4,B,September,84
1205,4,B,October,79
1205,4,B,November,82
1205,4,B,December,88
1205,4,B,January,81
1205,4,B,February,77
1205,4,B,March,79
1206,4,B,April,98
1206,4,B,May,98
1206,4,B,August,92
1206,4,B,September,100
1206,4,B,October,100
1206,4,B,November,99
1206,4,B,December,98
1206,4,B,January,93
1206,4,B,February,100
1206,4,B,March,92
1207,4,B,April,75
1207,4,B,May,83
1207,4,B,August,83
1207,4,B,September,76
1207,4,B,October,81
1207,4,B,November,84
1207,4,B,December,84
1207,4,B,January,90
1207,4,B,February,84
1207,4,B,March,83
1208,4,A,April,98
1208,4,A,May,96
1208,4,A,August,98
1208,4,A,September,99
1208,4,A,October,100
1208,4,A,November,96
1208,4,A,December,98
1208,4,A,January,93
1208,4,A,February,99
1208,4,A,March,92
1209,4,B,April,64
1209,4,B,May,72
1209,4,B,August,75
1209,4,B,September,63
1209,4,B,October,66
1209,4,B,November,68
1209,4,B,December,63
1209,4,B,January,69
1209,4,B,February,69
1209,4,B,March,68
1210,4,B,April,80
1210,4,B,May,81
1210,4,B,August,83
1210,4,B,September,80
1210,4,B,October,79
1210,4,B,November,81
1210,4,B,December,81
1210,4,B,January,88
1210,4,B,February,90
1210,4,B,March,76
1211,4,B,April,60
1211,4,B,May,66
1211,4,B,August,73
1211,4,B,September,60
1211,4,B,October,68
1211,4,B,November,65
1211,4,B,December,72
1211,4,B,January,61
1211,4,B,February,70
1211,4,B,March,61
1212,4,B,April,86
1212,4,B,May,90
1212,4,B,August,80
1212,4,B,September,85
1212,4,B,October,77
1212,4,B,November,88
1212,4,B,December,83
1212,4,B,January,83
1212,4,B,February,89
1212,4,B,March,82
1213,4,A,April,62
1213,4,A,May,68
1213,4,A,August,73
1213,4,A,September,65
1213,4,A,October,71
1213,4,A,November,75
1213,4,A,December,61
1213,4,A,January,73
1213,4,A,February,70
1213,4,A,March,73
1214,4,B,April,67
1214,4,B,May,65
1214,4,B,August,60
1214,4,B,September,60
1214,4,B,October,66
1214,4,B,November,74
1214,4,B,December,69
1214,4,B,January,71
1214,4,B,February,64
1214,4,B,March,61
1215,4,A,April,63
1215,4,A,May,68
1215,4,A,August,75
1215,4,A,September,61
1215,4,A,October,62
1215,4,A,November,71
1215,4,A,December,66
1215,4,A,January,64
1215,4,A,February,61
1215,4,A,March,65
1216,4,B,April,65
1216,4,B,May,74
1216,4,B,August,62
1216,4,B,September,74
1216,4,B,October,65
1216,4,B,November,69
1216,4,B,December,68
1216,4,B,January,64
1216,4,B,February,64
1216,4,B,March,67
1217,4,B,April,79
1217,4,B,May,82
1217,4,B,August,86
1217,4,B,September,80
1217,4,B,October,89
1217,4,B,November,77
1217,4,B,December,87
1217,4,B,January,76
1217,4,B,February,76
1217,4,B,March,86
1218,4,B,April,81
1218,4,B,May,81
1218,4,B,August,76
1218,4,B,September,75
1218,4,B,October,86
1218,4,B,November,85
1218,4,B,December,87
1218,4,B,January,82
1218,4,B,February,76
1218,4,B,March,80
1219,4,A,April,81
1219,4,A,May,85
1219,4,A,August,76
1219,4,A,September,79
1219,4,A,October,75
1219,4,A,November,77
1219,4,A,December,75
1219,4,A,January,85
1219,4,A,February,88
1219,4,A,March,89
1220,4,B,April,61
1220,4,B,May,73
1220,4,B,August,64
1220,4,B,September,70
1220,4,B,October,65
1220,4,B,November,62
1220,4,B,December,74
1220,4,B,January,74
1220,4,B,February,66
1220,4,B,March,68
1221,4,A,April,80
1221,4,A,May,79
1221,4,A,August,76
1221,4,A,September,81
1221,4,A,October,90
1221,4,A,November,90
1221,4,A,December,76
1221,4,A,January,82
1221,4,A,February,79
1221,4,A,March,86
1222,4,A,April,91
1222,4,A,May,97
1222,4,A,August,90
1222,4,A,September,97
1222,4,A,October,100
1222,4,A,November,96
1222,4,A,December,97
1222,4,A,January,97
1222,4,A,February,95
1222,4,A,March,99
1223,4,B,April,71
1223,4,B,May,75
1223,4,B,August,74
1223,4,B,September,60
1223,4,B,October,69
1223,4,B,November,67
1223,4,B,December,65
1223,4,B,January,63
1223,4,B,February,71
1223,4,B,March,73
1224,4,B,April,81
1224,4,B,May,79
1224,4,B,August,82
1224,4,B,September,89
1224,4,B,October,82
1224,4,B,November,77
1224,4,B,December,80
1224,4,B,January,87
1224,4,B,February,88
1224,4,B,March,79
1225,4,A,April,87
1225,4,A,May,76
1225,4,A,August,90
1225,4,A,September,80
1225,4,A,October,87
1225,4,A,November,81
1225,4,A,December,78
1225,4,A,January,76
1225,4,A,February,88
1225,4,A,March,78
1226,4,A,April,70
1226,4,A,May,69
1226,4,A,August,68
1226,4,A,September,69
1226,4,A,October,68
1226,4,A,November,68
1226,4,A,December,71
1226,4,A,January,64
1226,4,A,February,66
1226,4,A,March,74
1227,4,B,April,88
1227,4,B,May,84
1227,4,B,August,87
1227,4,B,September,82
1227,4,B,October,78
1227,4,B,November,90
1227,4,B,December,78
1227,4,B,January,79
1227,4,B,February,86
1227,4,B,March,78
1228,4,A,April,72
1228,4,A,May,71
1228,4,A,August,73
1228,4,A,September,71
1228,4,A,October,67
1228,4,A,November,69
1228,4,A,December,68
1228,4,A,January,68
1228,4,A,February,61
1228,4,A,March,64
1229,4,B,April,81
1229,4,B,May,75
1229,4,B,August,78
1229,4,B,September,82
1229,4,B,October,80
1229,4,B,November,90
1229,4,B,December,75
1229,4,B,January,81
1229,4,B,February,76
1229,4,B,March,76
1230,4,B,April,97
1230,4,B,May,91
1230,4,B,August,94
1230,4,B,September,92
1230,4,B,October,94
1230,4,B,November,94
1230,4,B,December,100
1230,4,B,January,97
1230,4,B,February,96
1230,4,B,March,91
1231,4,B,April,97
1231,4,B,May,97
1231,4,B,August,90
1231,4,B,September,94
1231,4,B,October,95
1231,4,B,November,98
1231,4,B,December,96
1231,4,B,January,95
1231,4,B,February,99
1231,4,B,March,100
1232,4,B,April,92
1232,4,B,May,94
1232,4,B,August,100
1232,4,B,September,94
1232,4,B,October,96
1232,4,B,November,90
1232,4,B,December,92
1232,4,B,January,96
1232,4,B,February,90
1232,4,B,March,99
1233,4,B,April,66
1233,4,B,May,60
1233,4,B,August,68
1233,4,B,September,65
1233,4,B,October,62
1233,4,B,November,66
1233,4,B,December,66
1233,4,B,January,68
1233,4,B,February,75
1233,4,B,March,60
1234,4,B,April,69
1234,4,B,May,75
1234,4,B,August,68
1234,4,B,September,67
1234,4,B,October,69
1234,4,B,November,63
1234,4,B,December,75
1234,4,B,January,68
1234,4,B,February,74
1234,4,B,March,68
1235,4,A,April,97
1235,4,A,May,94
1235,4,A,August,99
1235,4,A,September,92
1235,4,A,October,96
1235,4,A,November,97
1235,4,A,December,91
1235,4,A,January,100
1235,4,A,February,93
1235,4,A,March,92
1236,4,B,April,61
1236,4,B,May,68
1236,4,B,August,63
1236,4,B,September,71
1236,4,B,October,75
1236,4,B,November,62
1236,4,B,December,67
1236,4,B,January,69
1236,4,B,February,65
1236,4,B,March,69
1237,4,B,April,77
1237,4,B,May,77
1237,4,B,August,76
1237,4,B,September,86
1237,4,B,October,80
1237,4,B,November,90
1237,4,B,December,79
1237,4,B,January,83
1237,4,B,February,75
1237,4,B,March,88
1238,4,B,April,86
1238,4,B,May,87
1238,4,B,August,88
1238,4,B,September,90
1238,4,B,October,88
1238,4,B,November,84
1238,4,B,December,75
1238,4,B,January,82
1238,4,B,February,75
1238,4,B,March,77
1239,4,B,April,80
1239,4,B,May,88
1239,4,B,August,88
1239,4,B,September,75
1239,4,B,October,78
1239,4,B,November,81
1239,4,B,December,83
1239,4,B,January,84
1239,4,B,February,76
1239,4,B,March,81
1240,4,A,April,80
1240,4,A,May,86
1240,4,A,August,77
1240,4,A,September,84
1240,4,A,October,86
1240,4,A,November,75
1240,4,A,December,79
1240,4,A,January,76
1240,4,A,February,75
1240,4,A,March,86
1241,4,B,April,69
1241,4,B,May,65
1241,4,B,August,68
1241,4,B,September,67
1241,4,B,October,63
1241,4,B,November,60
1241,4,B,December,74
1241,4,B,January,61
1241,4,B,February,63
1241,4,B,March,68
1242,4,B,April,78
1242,4,B,May,79
1242,4,B,August,89
1242,4,B,September,75
1242,4,B,October,90
1242,4,B,November,80
1242,4,B,December,78
1242,4,B,January,76
1242,4,B,February,76
1242,4,B,March,87
1243,4,B,April,80
1243,4,B,May,75
1243,4,B,August,82
1243,4,B,September,80
1243,4,B,October,90
1243,4,B,November,81
1243,4,B,December,76
1243,4,B,January,88
1243,4,B,February,82
1243,4,B,March,83
1244,5,B,April,83
1244,5,B,May,82
1244,5,B,August,88
1244,5,B,September,79
1244,5,B,October,76
1244,5,B,November,81
1244,5,B,December,84
1244,5,B,January,78
1244,5,B,February,78
1244,5,B,March,77
1245,5,A,April,80
1245,5,A,May,90
1245,5,A,August,88
1245,5,A,September,83
1245,5,A,October,75
1245,5,A,November,89
1245,5,A,December,79
1245,5,A,January,76
1245,5,A,February,85
1245,5,A,March,78
1246,5,B,April,70
1246,5,B,May,71
1246,5,B,August,67
1246,5,B,September,66
1246,5,B,October,62
1246,5,B,November,70
1246,5,B,December,69
1246,5,B,January,62
1246,5,B,February,68
1246,5,B,March,69
1247,5,A,April,88
1247,5,A,May,77
1247,5,A,August,81
1247,5,A,September,76
1247,5,A,October,78
1247,5,A,November,75
1247,5,A,December,76
1247,5,A,January,82
1247,5,A,February,76
1247,5,A,March,88
1248,5,A,April,98
1248,5,A,May,99
1248,5,A,August,100
1248,5,A,September,99
1248,5,A,October,90
1248,5,A,November,93
1248,5,A,December,96
1248,5,A,January,93
1248,5,A,February,100
1248,5,A,March,97
1249,5,B,April,75
1249,5,B,May,81
1249,5,B,August,88
1249,5,B,September,77
1249,5,B,October,88
1249,5,B,November,79
1249,5,B,December,79
1249,5,B,January,82
1249,5,B,February,85
1249,5,B,March,82
1250,5,B,April,88
1250,5,B,May,87
1250,5,B,August,79
1250,5,B,September,81
1250,5,B,October,90
1250,5,B,November,83
1250,5,B,December,75
1250,5,B,January,75
1250,5,B,February,79
1250,5,B,March,76
1251,5,A,April,85
1251,5,A,May,80
1251,5,A,August,86
1251,5,A,September,84
1251,5,A,October,85
1251,5,A,November,88
1251,5,A,December,84
1251,5,A,January,89
1251,5,A,February,78
1251,5,A,March,90
1252,5,A,April,65
1252,5,A,May,74
1252,5,A,August,60
1252,5,A,September,65
1252,5,A,October,74
1252,5,A,November,65
1252,5,A,December,68
1252,5,A,January,62
1252,5,A,February,74
1252,5,A,March,71
1253,5,A,April,87
1253,5,A,May,79
1253,5,A,August,79
1253,5,A,September,85
1253,5,A,October,88
1253,5,A,November,90
1253,5,A,December,82
1253,5,A,January,84
1253,5,A,February,79
1253,5,A,March,77
1254,5,B,April,83
1254,5,B,May,79
1254,5,B,August,87
1254,5,B,September,90
1254,5,B,October,90
1254,5,B,November,84
1254,5,B,December,89
1254,5,B,January,78
